name,description,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 Hyundai Tucson Hybrid Blue,"
      
        I4. This 2024 Hyundai Tucson Hybrid is equipped with Option Group 01, I4, 3.32 Axle Ratio, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Cargo Cover, Cargo Net, Cargo Tray, Carpeted Floor Mats, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), Exterior Parking Camera Rear, Four wheel independent suspension, Front and Rear Mudguards, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Low tire pressure warning, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power steering, Power windows, Radio data system, Radio: AM/FM/HD Audio System, Rear anti-roll bar, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Roof rack: rails only, Security system, Speed control, Split folding rear seat, Spoiler, Stain & Odor Resistant Cloth Seat Trim, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wheel Locks, and Wheels: 17 x 7.0J Alloy. Paint & Fabric Protection No Warranty $495, Window Tint $495 Not all rebates are compatible with all finance programs. Please see dealer for details and final price. $1000 - Retail Bonus Cash. Exp. 06/03/2024
      
    Georgia's Best Selection Of New/Preowned Hyundais- We Are #1 in Certified Hyundai Sales! Ask About New Vehicle Specials!",Hyundai,Tucson Hybrid,2024,34492.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,10.0,6-Speed Automatic,Blue,SUV,4.0,White Pearl,Black,All-wheel Drive
2024 Dodge Hornet R/T Plus,"$1,300 off MSRP! Heated front seats, Heated steering wheel, Power Adjust 8-Way Front Passenger Seat, Power Liftgate, Power moonroof, Quick Order Package 28D. See the rest of our inventory at: BURRITTMOTORS.COM.Come on in and experience our Environmentally Friendly dealership and friendly sales consultants! At Burritt Motors we strive to be as environmentally friendly as possible! We use Solar Panels for energy and we re-use used oil from oil changes to power our dealership when necessary. Come on in and experience our 'Green' dealership!",Dodge,Hornet,2024,49885.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,2.0,6-Speed Automatic,R/T Plus,SUV,4.0,Gold,Black,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,"
      
        Sage Gray 2024 Hyundai Santa Cruz XRT AWD Shiftronic 2.5L I419/27 City/Highway MPGMastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Central New York completely satisfied with your experience at Mastrovito Hyundai. Whether we can amaze you with incredible new and pre-owned vehicle selection, our dedication to incredible customer service or our transparent and accommodating auto loan and lease options, we look forward to serving you at Mastrovito Hyundai.
      
    Mastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Manlius completely satisfied with your experience at Mastrovito Hyundai.",Hyundai,Santa Cruz,2024,41995.0,16V PDI DOHC Turbo,4.0,Gasoline,1.0,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,4.0,Sage Gray,Black,All-wheel Drive
2024 Kia Sportage EX,"Number one Kia Dealer in all of North CarolinaOur customers' health and safety are our top priorities. Here at Coastal Kia, we are taking the necessary preventative measures to ensure that you and your family stay safe if you need to purchase a vehicle or bring in your current vehicle for service during this time. Currently, our dealership is open for business. Visit our website for more details!",Kia,Sportage,2024,30740.0,16V PDI DOHC,4.0,Gasoline,1.0,8-Speed Automatic,EX,SUV,4.0,Black,Black,Front-wheel Drive
2024 Kia EV6 Wind,"Yacht Blue 2024 Kia EV6 Wind AWD 1-Speed Automatic4D Sport Utility Electric Motor106/86 City/Highway MPG Price includes $799.50 D&H Fee, and all applicable rebates some customers may not qualify for all. See dealer for details.: $7500 - Kia Customer Cash. Exp. 07/08/2024Costco, Sam's Club or Amazon Prime Member? Let us know, you may be eligible for additional savings. Active military or first responder? Educator or health care worker? Tell us! We appreciate what you do everyday! We'll go the extra mile for you! Shakey credit? Don't stress, we have programs that may help! When you visit or call please ask for our Internet Team. Call us at 720-251-2696.",Kia,EV6,2024,41528.0,c,,Electric,13.0,Automatic,Wind,SUV,4.0,Blue,Black,All-wheel Drive
2024 Ford Mustang Mach-E Premium,"2024 Ford Mustang Mach-E Premium 300A 105/91 City/Highway MPG AWD 300A Dual Electric MotorWe offer low, upfront, market-based pricing on all vehicles, ensuring fairness and clarity. Our Product Specialists' pay is not based on the vehicle price, so there's never a hidden agenda. Experience peace of mind with our 3-day money-back guarantee on all vehicle purchases and 30-day exchange policy on pre-owned vehicles.",Ford,Mustang Mach-E,2024,52180.0,c,,Electric,25.0,1-Speed Automatic,Premium,SUV,4.0,Glacier Gray,Black,All-wheel Drive
2024 Mercedes-Benz AMG C 43 Base 4MATIC,"
      
        Obsidian Black Metallic 2024 Mercedes-Benz C-Class C 43 AMG® 4MATIC® 4MATIC® 9-Speed Automatic I4 Active Lane Change Assist, Active Speed Limit Assist, AMG® Animated LED Logo Projector, AMG® Night Package, AMG® Night Package Components, Augmented Video for Navigation, Burmester 3D Surround Sound System. Burmester is a registered trademark of Burmester Audiosysteme GmbH, Berlin, Germany, DIGITAL LIGHT w/Projections, DISTRONIC PLUS® w/Steering Assist & Stop & Go Assist, Driver Assistance Package, Driver Assistance Package Plus, Enhanced Ambient Lighting, Head-Up Display w/AMG® Specific Content, Heat & Noise-Insulating Acoustic Glass, Heated Steering Wheel, Individualization Package, MB Navigation, Panorama Roof, Pinnacle Trim Package, PRE-SAFE® Impulse Side, PRE-SAFE® PLUS, Route-Based Speed Adaptation. 20/28 City/Highway MPG
      
    ",Mercedes-Benz,AMG C 43,2024,73960.0,16V PDI DOHC Turbo,4.0,Gasoline,5.0,9-Speed Automatic,Base 4MATIC,Sedan,4.0,Obsidian Black Metallic,Black,All-wheel Drive
2024 Nissan Versa 1.6 SV,"
      
        Sansone Jr's Windsor Nissan 590 US 130, East Windsor, NJ, Versa 1.6 SV, 4D Sedan, 1.6L I4 DOHC 16V, CVT, FWD, Aspen White Tricoat, Graphite Cloth, Apple CarPlay/Android Auto, Shopping Bag Hooks, Trunk Net, Trunk Package. 2024 Nissan Versa 1.6 SV FWD CVT 1.6L I4 DOHC 16V Aspen White Tricoat Recent Arrival!
      
    All finance applications accepted at our family owned and operated Nissan dealership in East Windsor, New Jersey. Sansone Jr's Windsor Nissan is committed to enhancing and enriching the customer experience each day. We are dedicated to our customers and employees by creating a friendly environment for all. Sansone Jr's Windsor Nissan is located just minutes off of Exit 8 of the NJ Turnpike.",Nissan,Versa,2024,21000.0,16V MPFI DOHC,4.0,Gasoline,9.0,Automatic CVT,1.6 SV,Sedan,4.0,Aspen White,Graphite,Front-wheel Drive
2024 RAM 3500 Laramie,"
      
        .
      
    ",RAM,3500,2024,93303.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,10.0,Automatic,Laramie,Pickup Truck,4.0,Granite Crystal Metallic Clearcoat,Black,Four-wheel Drive
2024 Ford Bronco Sport Big Bend,"Shop West Herr Automotive Group, over 7,000 vehicles online. New York State's #1 Volume Selling Retailer.",Ford,Bronco Sport,2024,31390.0,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3.0,Gasoline,13.0,Automatic,Big Bend,SUV,4.0,Carbonized Gray Metallic,Ebony,Four-wheel Drive
2024 Hyundai Tucson SEL,"Convenience Package,Sun/Moonroof,White Pearl,All Season Fitted Liners,Carpeted Floor Mats,Cargo Cover,Front And Rear Mudguards,Cargo Tray,Lane Keeping Assist,Keyless Start,Cargo Net,Rear Spoiler,Gray; Seat Trim",Hyundai,Tucson,2024,32625.0,16V PDI DOHC,4.0,Gasoline,2077.0,8-Speed Automatic,SEL,SUV,4.0,White Pearl,Gray,Front-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,,Hyundai,Tucson Hybrid,2024,37309.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,SEL Convenience,SUV,4.0,Amazon Gray,Black,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,"
      
        2.0L I4 DOHC, 4WD, 10 Speakers, Alloy wheels, AM/FM radio: SiriusXM with 360L, Audio memory, Front Bucket Seats, Heated front seats, Heated rear seats, Navigation System, Power passenger seat, Quick Order Package 27F, Radio data system, Radio: Uconnect 5 Nav w/10.1'' Display.Bright White Clearcoat 2024 Jeep Grand Cherokee Base 4xe 2.0L I4 DOHC 4WD 8-Speed Automatic  In addition to the ''Everyones Incentive'', certain customers will qualify for ''Additional Available Incentives''.    You must see dealer to determine what ''Additional Available Incentives'' you may qualify for.  MSRP is the Manufacturer's Suggested Retail Price (MSRP) of the vehicle. It does not include any taxes, fees; including conveyance fee; which is negotiable or other charges.The estimated selling price that appears after calculating dealer offers is for informational purposes, only. You may not qualify for the offers, incentives, discounts, or financing. Offers, incentives, discounts, or financing are subject to expiration and other restrictions. Consult your dealer for actual price and complete details. Price Includes: $2000 - 2024 DJR SFS Lease Loyalty Bonus Cash 39CR6. Exp. 06/03/2024 $3000 - 2024 DJR National Retail Consumer Cash 24CR1. Exp. 06/03/2024 $500 - 2024 CDJ National 2024 First Responder Bonus Cash 47CRA9. Exp. 01/02/2025 Must lease to receive the $7,500 Federal Tax Credit. Must lease with Stellantis Financial. Must reside in a CARB state in order to be eligible for the Federal Tax Credit.  - Exp. 12/31/2024
      
    Our people make the difference!",Jeep,Grand Cherokee 4xe,2024,49082.0,"gasoline direct injection, DOHC, intercooled turbo, premi",4.0,Gasoline,51.0,8-Speed Automatic,Base,SUV,4.0,Bright White Clearcoat,Wicker Beige/Black,Four-wheel Drive
2024 Mercedes-Benz EQE 350+ Base,,Mercedes-Benz,EQE 350+,2024,76535.0,c,,Electric,375.0,1-Speed Automatic,Base,Sedan,4.0,Polar White,Gray,Rear-wheel Drive
2024 Hyundai Tucson Hybrid Limited,"
      
        I4. This 2024 Hyundai Tucson Hybrid is equipped with Option Group 01, I4, 3.32 Axle Ratio, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Cargo Net, Carpeted Floor Mats, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Garage door transmitter: HomeLink, Heated & Ventilated Front Bucket Seats, Heated door mirrors, Heated front seats, Heated rear seats, Heated steering wheel, Illuminated entry, Leather Seat Trim, Low tire pressure warning, Memory seat, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power moonroof, Power passenger seat, Power steering, Power windows, Radio data system, Radio: Bose Premium w/AM/FM/HD Audio System, Rain sensing wipers, Rear anti-roll bar, Rear Bumper Applique, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Roof Rack Cross Rails, Roof rack: rails only, Security system, Speed control, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Ventilated front seats, and Wheels: 19 x 7.5J Machine-Face Finish Alloy. Window Tint $495, 3M Paint and Fabric Protection $495 Not all rebates are compatible with all finance programs. Please see dealer for details and final price. $1000 - Retail Bonus Cash. Exp. 06/03/2024
      
    Georgia's Best Selection Of New/Preowned Hyundais- We Are #1 in Certified Hyundai Sales! Ask About New Vehicle Specials!",Hyundai,Tucson Hybrid,2024,41391.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,7.0,6-Speed Automatic,Limited,SUV,4.0,White Pearl,Gray,All-wheel Drive
2024 Hyundai Santa Cruz 2.5L SEL,"
      
        Blue Stone 2024 Hyundai Santa Cruz SEL AWD 8-Speed Automatic with SHIFTRONIC 2.5L I4Mastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Central New York completely satisfied with your experience at Mastrovito Hyundai. Whether we can amaze you with incredible new and pre-owned vehicle selection, our dedication to incredible customer service or our transparent and accommodating auto loan and lease options, we look forward to serving you at Mastrovito Hyundai.
      
    Mastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Manlius completely satisfied with your experience at Mastrovito Hyundai.",Hyundai,Santa Cruz,2024,32925.0,16V PDI DOHC,4.0,Gasoline,1.0,8-Speed Automatic,2.5L SEL,Pickup Truck,4.0,Blue Stone,Black,All-wheel Drive
2024 Kia Forte LXS,"
      
        2024 Kia Forte Steel Gray LXS 28/39 City/Highway MPG Newly Detailed, 16 x 6.5J Alloy Wheels, 4 Speakers, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Apple CarPlay & Android Auto, Auto High-beam Headlights, Brake assist, Bumpers: body-color, Carpet Floor Mats, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: 8 Display Audio, Rear window defroster, Remote keyless entry, Security system, Speed control, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers. Price includes: $750 - Kia Customer Cash. Exp. 07/08/2024
      
    ",Kia,Forte,2024,21070.0,16V MPFI DOHC,4.0,Gasoline,,Automatic CVT,LXS,Sedan,4.0,Steel Gray,Black,Front-wheel Drive
2024 Honda CR-V Hybrid Sport-L,"
      
        Colonial Honda of Dartmouth, Our sales teams will be available to assist you with your vehicle needs. For our valued sales customers shopping online, our sales staff will assist in any way remotely to ensure your vehicle needs can be met. Our sales team members are prepared to work with you on any finance needs and value your trade-in from your home or office. Highlights of this 2024 Honda CR-V Hybrid include: Heated Leather Seats, Aluminum Wheels, Moonroof, All Wheel Drive, Power Liftgate. FUEL EFFICIENT 34 MPG Hwy/40 MPG City! WHY BUY FROM USBUY WITH CONFIDENCE All our pre-owned vehicles receive a rigorous 152 Multi-Point inspection. 100% financing available to qualified customers.No payments for 45 days. Please call and arrange a hassle free test drive and ask for the vehicle portfolio including services records and Carfax. All online prices will be honored for 48 hours and are subject to change base on market days supply and demand. The vehicle must be paid in full the same day of the transaction and must finance at Colonial Honda Fuel economy calculations based on original manufacturer data for trim engine configuration. 
      
    Colonial Honda of Dartmouth has the entire New Honda lineup including Accord, HR-V, CR-V, Civic, Passport, Pilot, Ridgeline and Odyssey!  If you want the best selection, best price and best service, then Colonial Honda is your Honda Dealer! We are an award winning dealership and our reviews put our customer service in the top 10% of dealerships in the USA! ",Honda,CR-V Hybrid,2024,40355.0,16V GDI DOHC Hybrid,4.0,Hybrid,68.0,Automatic CVT,Sport-L,SUV,4.0,Platinum White Pearl,Black,All-wheel Drive
2024 Volkswagen Jetta 1.4T SE,"
      
        Text Bryan Franks @ 256-333-91052024 VW Jetta 1.5T SE in Pyrite Silver Metallic exterior with Titan Black leatherette interiorAuto-Dimming Rearview Mirror w/ HomeLink Connect® & 4-year app subscr. (Must accept Terms; see connect.homelink.com) $405.00Monster Mats® (set of 4) & Heavy Duty Trunk Liner w/ VW CarGo Blocks $296.00VW Care: Prepaid Scheduled Maintenance Contract w/ 30,000-mile servicing for Sedans/Hatchbacks $195.00First Aid Kit & Roadside Assistance Kit $110.00Displayed selling price requires financing new vehicle through a Hiley Volkswagen of Huntsville preferred lender at the dealership choosing. Subject to credit approval. This offer cannot be combine with special financing rates if available. This offer cannot be combined with lease offers. Additional bonus available for Military/First Responders and recent College Graduates (not all will qualify). Pricing excludes taxes, title, fees, and accessories.
      
    ",Volkswagen,Jetta,2024,26104.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,9.0,8-Speed Automatic with Tiptronic,1.4T SE,Sedan,4.0,Pyrite Silver Metallic,Titan Black,Front-wheel Drive
2023 Kia Sorento EX,,Kia,Sorento,2023,44876.0,"4 port/direct injection, DOHC, variable valve control, in",4.0,Gasoline,16.0,Automatic,EX,SUV,4.0,Ebony Black,Black,All-wheel Drive
2024 Chevrolet Silverado 1500 Custom Trail Boss,"
      
        NEW 2024 CHEVROLET SILVERADO 1500 -Brand new!! -No accidents -Services done at Dominion Chevrolet -Very low mileage -REALTREE EDITION Packed with a broad range of cutting-edge features, this vehicle is at the forefront of modern design. From Navigation Through Phone to Bluetooth and Wi-Fi, this model offers a plethora of connectivity options. It's also compatible with both Apple CarPlay and Android Auto. Some of the unique things about the REALTREE custom truck are.. Camo graphics on hood, outside bed, tailgate, and interior accents Chevytec spray-on bedliner with Realtree logo Dual exhaust outlets with Black rectangular tips, Black Silverado, Z71, and Custom emblems Red recovery hooks Available Goodyear Wrangler Territory MT tires with 20-inch high-gloss Black-painted aluminum wheels High-intensity discharge LED headlamps Black tubular assist steps Come take a test drive today! Experience big city deals and small town feels at Dominion Chevrolet in Bridgman, MI . No pressure sales and financing to help you get the best deal! Give us a call today! 269-465-3325
      
    Shipping options available, see dealer for details.",Chevrolet,Silverado 1500,2024,57635.0,"5.3L V-8 gasoline direct injection, variable valve contr",8.0,Gasoline,5.0,Automatic,Custom Trail Boss,Pickup Truck,4.0,Summit White,Jet Black,Four-wheel Drive
2023 Dodge Durango Pursuit,"2023 Dodge Durango AWD Pursuit DB Black Crystal Clearcoat 8-Speed Automatic HEMI 5.7L V8 Multi Displacement VVTThank you for visiting Don Franklin Auto Group. We know you have many choices while shopping for automotive products and services on the Internet. Our goal is to provide you with a complete 1-stop shopping site while you are visiting our virtual dealership. We will provide you with quick, expedient answers to any questions you may have.",Dodge,Durango,2023,47340.0,16V MPFI OHV,8.0,Gasoline,22.0,8-Speed Automatic,Pursuit,SUV,4.0,DB Black Crystal Clearcoat,Black,All-wheel Drive
2024 Jeep Grand Cherokee L Altitude,   Price includes Mid Atlantic BC Bonus Cash for $1 000  Retail Bonus Cash for $1 000   and Flow Dealer Discount for $2 459     2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,2024,49411.0,"ar 3.6L V-6 DOHC, variable valve control, regular unleade",6.0,Gasoline,6.0,Automatic,Altitude,SUV,4.0,Baltic Gray Metallic Clearcoat,Global Black,Four-wheel Drive
2024 Dodge Hornet R/T Plus,"
      
        WE ACCEPT ALL MAKE AND MODEL TRADE IN VEHICLES. JUST WANT TO SELL YOUR CAR? WE BUY EVERYTHING! 2024 Dodge Hornet R/T Plus Factory MSRP: $51,835 AWD 1.3L I4 Complimentary 3 Month / 3,000 Mile Powertrain Warranty INCLUDED!!!, 1.3L I4. DISCLAIMER: Advertised pricing does not include dealership documentation fee, tax, title, licensing or registration. Dealership installed accessories extra. See dealer for details. Vehicle pricing, incentives, options (including standard equipment), and technical specifications listed for this vehicle may not match the exact vehicle displayed. Please confirm with a sales representative the accuracy of this information.
      
    ",Dodge,Hornet,2024,51835.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,33.0,6-Speed Automatic,R/T Plus,SUV,4.0,8 BALL,Black,All-wheel Drive
2024 Chevrolet Equinox 1LT,Sterling Gray Metallic 2024 Chevrolet Equinox LT FWD 6-Speed Automatic Electronic with Overdrive 1.5L DOHC26/31 City/Highway MPG Price includes: $1000 - GM Bonus Cash. Exp. 06/03/2024 $500 - Chevrolet Consumer Cash Program. Exp. 06/03/2024,Chevrolet,Equinox,2024,30188.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,3.0,6-Speed Automatic Electronic with Overdrive,1LT,SUV,4.0,Sterling Gray Metallic,Medium Ash Gray,Front-wheel Drive
2024 Chevrolet Silverado 1500 LT,"
      
        IN STOCK! CALL TO CONFRIM AVAILABILITY TODAY!DRIVE WORRY FREE Never worry when you buy from us! Our Worry Free Guarantee includes: 1. Price Promise; 2. Money Back Guarantee; 3. Trade-In Guarantee; 4. Irwin Rewards saving you hundreds! BUY FROM AN AWARD WINNING DEALERSHIP With thousands of online reviews and the best rated online dealer in New Hampshire we have won countless President's Awards, Carfax Dealer of the Year, Edmunds Dealer of the Year and Dealerrater Dealer of the Year. Check them out-even our bad ones! FINANCING OPTIONS Good or bad credit? We work with dozens of banks with excellent relationships and all types of credit challenges with our goal of 100% credit approval! DON'T SEE WHAT YOU'RE LOOKING FOR? Our Vehicle Locator Service can often find the vehicle you're looking for from our nationwide network! LOCATION We are just a short 15 minute drive from Franklin, 25 minutes from Concord, and 50 minutes from Manchester NH! Minutes off I-93. Call us at 603 524 0770 or e-mail to confirm availability and get any questions you have answered quickly. Our hours are Monday-Friday 8:30am-7pm, and Saturday 8:30am-5pm. Since 1951 we have been New Hampshire's Premier Auto Group. 3 generations, family owned, operated and community minded. See dealer for details. $672 title and documentation fee, $27.00 Title Fee, in addition to selling price. Some exclusions. Not valid on prior orders and some models excluded. Disclaimers for Everyone: Administration and title fee will be added to the final sales price of all new and used vehicles.$1750 - GM Bonus Cash. Exp. 06/03/2024 $3000 - Chevrolet Consumer Cash Program. Exp. 06/03/2024
      
    Irwin Promise...Our Promise, Your Peace of Mind! Home of Irwin's Price Promise
Love It or Leave It Money-Back Guarantee. Vehicle Exchange Promise on used vehicles. Goal of 100% Credit Approval. Relax...no ""Sharks"" here...we have Product Specialists. Service & Parts Low Price Guarantee. We'll buy your car even if you don't buy ours. Irwin Rewards..",Chevrolet,Silverado 1500,2024,49180.0,16V GDI OHV,8.0,Gasoline,2.0,Automatic,LT,Pickup Truck,4.0,Summit White,Jet Black,Four-wheel Drive
2024 Jeep Gladiator Sport,"Quick Order Package 24W Willys,Transmission: 8-Speed Automatic (850Re),Convenience Group,Black 3-Piece Hard Top,Black Clearcoat,Keyless Start,Convertible Hardtop,Black; Cloth Low-Back Bucket Seats,Engine: 3.6L V6 24V Vvt Upg I W/Ess",Jeep,Gladiator,2024,46791.0,24V MPFI DOHC,6.0,Gasoline,12.0,Automatic,Sport,Pickup Truck,4.0,Black Clearcoat,Black,Four-wheel Drive
2024 RAM 3500 Tradesman,"
      
        Flame Red Clearcoat 2024 Ram 3500 Tradesman 4WD 6-Speed Automatic I6 CLEAN AND SANITIZED.The sales staff at Freedom Chrysler Dodge Jeep Ram North in Sherman Texas, proudly offers a huge selection of New Cars, Trucks and SUVs in North, TX. Our experienced sales staff can point you in the right direction based on your individual vehicle needs. We also offer competitive financing, top tier service and a fully stocked inventory. Call us today @ 903-893-0144 or visit www.freedomchrylserdodgejeepramnorth.com. 'Saveatfreedom' All prices are plus TT&L. Some customers may not qualify for all rebates, please see dealer for details. Price includes: $3000 - 2024 JR Southwest BC Retail Consumer Cash 63CR1. Exp. 06/03/2024
      
    ",RAM,3500,2024,63670.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,22.0,Automatic,Tradesman,Pickup Truck,4.0,Flame Red Clearcoat,Diesel Gray/Black,Four-wheel Drive
2024 Ford Edge Titanium,"$5,240 off MSRP!Agate Black Metallic 2024 Ford Edge Titanium (FCTP OUT) 4D Sport Utility AWD 8-Speed Automatic EcoBoost 2.0L I4 GTDi DOHC Turbocharged VCT 21/28 City/Highway MPG",Ford,Edge,2024,45995.0,"t 2L I-4 gasoline direct injection, DOHC, variable valve",4.0,Gasoline,4723.0,8-Speed Automatic,Titanium,SUV,4.0,Agate Black Metallic,Ebony,All-wheel Drive
2024 Jeep Grand Cherokee L Limited,"
      
        Recent Arrival! Bright White Clearcoat 2024 Jeep Grand Cherokee L Limited 3.6L V6 24V VVT 4WD 3rd row seats: split-bench, 7 & 4 Pin Wiring Harness, Auto High-beam Headlights, Class IV Receiver Hitch, Dual-Pane Panoramic Sunroof, Heated front seats, Heated rear seats, Heated steering wheel, Integrated Off-Road Camera, Intersection Collision Assist System, Luxury Tech Group II, Memory seat, ParkSense Front/Rear Park Assist w/Stop, ParkView Rear Back-Up Camera, Passive Entry - Front/Rear Doors, Liftgate, Power Liftgate, Power Tilt/Telescope Steering Column, Radio: Uconnect 5 Nav w/10.1'' Display, Rain Sensitive Windshield Wipers, Reclining 3rd row seat, Remote keyless entry, Steering wheel mounted audio controls, Surround View Camera System, Trailer Hitch Zoom, Trailer Tow Package, Ventilated Front Seats, Wireless Charging Pad.Disclaimer: Pricing is inclusive of all applicable manufacturer incentives and may not be combined with other exclusive offers. See dealer for details. New vehicle pricing includes all offers and incentives. Tax, Title, and Tags are not included in the vehicle prices shown and must be paid by the purchasers. While great efforts are made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep. This is easily done by calling us at 833-815-6650 or by visiting us at the dealership. Price excludes tax, tag, title, registration, any dealer-installed accessories and dealer-provided benefits, a pre-delivery service fee of $898.50, and an Electronic Registration Filing Fee of $125, which charges represent costs and profits to the dealer for items such as inspecting, cleaning, and adjusting vehicles and preparing documents related to the sale. New vehicle pricing excludes Dealer Installed Accessories which may include Tint, Nitro, Wheel Locks, Lift Kits, Tires, and other dealer accessories. All prices, specifications, and availability are subject to change without notice. All advertised pricing is on in-stock units only and includes all applicable dealer discounts, manufacturer discounts, and incentives. Certain offers and incentives presume financing through the Manufacturer Captive Lender, subject to approved credit. Should you purchase the vehicle through the use of other funds or through other lending sources, certain offers and incentives may be excluded. Due to supply chain challenges and limited inventory, vehicles may be subject to an additional market adjustment depending on inventory production, availability, and market conditions. Please see the dealer for details.
      
    Look no further than our dealership to find the new car or truck you have been longing for.We maintain an up-to-date online vehicle inventory to make your new car buying experience as stress-free as possible.Due to our competitive pricing,the vehicles listed on these pages will only be in stock for a short period of time.Don't hesitate to contact us by phone or stop by for your new car test drive!",Jeep,Grand Cherokee L,2024,49735.0,24V VVT,6.0,Gasoline,0.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Wicker Beige/Black,Four-wheel Drive
